FID,allclasses,bikedir,boro,comments,facilitycl,fromstreet,ft_facilit,date_instd,time_instd,lanecount,date_modda,time_modda,onoffst,segment_id,street,tf_facilit,tostreet
160,III,L,5, ,III,MIDLAND AV, ,2009-06-01,00:00:00.000,1,2009-06-01,00:00:00.000,ON,11727,HYLAN BLVD,Signed Route,JEFFERSON AV
161,III,L,5, ,III,MIDLAND AV, ,2009-06-01,00:00:00.000,1,2009-06-01,00:00:00.000,ON,11733,HYLAN BLVD,Signed Route,JEFFERSON AV
162,III,L,5, ,III,N RAILROAD AV, ,2009-06-01,00:00:00.000,1,2009-06-01,00:00:00.000,ON,11743,JEFFERSON AV,Sharrows,HYLAN BLVD
163,III,L,5, ,III,MIDLAND AV, ,2009-06-01,00:00:00.000,1,2009-06-01,00:00:00.000,ON,11746,HYLAN BLVD,Signed Route,JEFFERSON AV
164,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12431,CLOVE ROAD,Standard,CLOVE WAY
165,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12433,CLOVE ROAD,Standard,CLOVE WAY
166,III,2,5, ,III,RICHMOND TERR,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12437,CLOVE ROAD,Sharrows,FOREST AVE
167,III,2,5, ,III,RICHMOND TERR,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12439,CLOVE ROAD,Sharrows,FOREST AVE
168,III,2,5, ,III,RICHMOND TERR,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12444,CLOVE ROAD,Sharrows,FOREST AVE
169,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12446,CLOVE ROAD,Standard,CLOVE WAY
170,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12549,CLOVE ROAD,Standard,CLOVE WAY
171,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12550,CLOVE ROAD,Standard,CLOVE WAY
172,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12552,CLOVE ROAD,Standard,CLOVE WAY
173,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12644,CLOVE ROAD,Standard,CLOVE WAY
174,II,2,5, ,II,FOREST AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12731,CLOVE ROAD,Standard,CLOVE WAY
175,III,2,5, ,III,CLOVE WAY,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12734,CLOVE ROAD,Sharrows,BARD AVE
176,III,2,5, ,III,BARD AV,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12736,CLOVE ROAD,Sharrows,GREENWAY DR
177,II,2,5, ,II,GREENWAY DR,Curbside,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12738,CLOVE ROAD,Standard,BEVERLY AVE
178,II,2,5, ,II,GREENWAY DR,Curbside,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12842,CLOVE ROAD,Standard,BEVERLY AVE
179,II,2,5, ,II,GREENWAY DR,Curbside,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12848,CLOVE ROAD,Standard,BEVERLY AVE
180,III,2,5, ,III,BEVERLY AVE,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12974,CLOVE ROAD,Sharrows,GLENWOOD AVE
181,"III,II",2,5, ,II,GLENWOOD AVE,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12976,CLOVE ROAD,Curbside,DUDLEY AV
182,II,2,5, ,II,GLENWOOD AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12980,CLOVE ROAD,Curbside,MARTHA ST
183,II,2,5, ,II,GLENWOOD AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12982,CLOVE ROAD,Curbside,MARTHA ST
184,II,2,5, ,II,GREENWAY DR,Curbside,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12984,CLOVE ROAD,Standard,BEVERLY AVE
185,III,2,5, ,III,BEVERLY AVE,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,12986,CLOVE ROAD,Sharrows,GLENWOOD AVE
186,II,2,5, ,II,GLENWOOD AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,13124,CLOVE ROAD,Curbside,MARTHA ST
187,II,2,5, ,II,GLENWOOD AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,13128,CLOVE ROAD,Curbside,MARTHA ST
188,II,2,5, ,II,GLENWOOD AVE,Standard,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,13129,CLOVE ROAD,Curbside,MARTHA ST
189,III,2,5, ,III,MARTHA ST,Sharrows,2015-09-11,00:00:00.000,2,2015-09-11,00:00:00.000,ON,13132,CLOVE ROAD,Sharrows,HOWARD AVE
190,III,2,5, ,III,SNUG HARBOR RD,Sharrows,2001-05-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,13798,RICHMOND TER,Sharrows,CLINTON AV
191,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15721,BAY ST,Sharrows,MINTHORNE ST
192,III,2,5, ,III,SNUG HARBOR RD,Sharrows,2001-05-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,13835,RICHMOND TER,Sharrows,CLINTON AV
193,III,2,5, ,III,SNUG HARBOR RD,Sharrows,2001-05-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,13841,RICHMOND TER,Sharrows,CLINTON AV
194,III,2,5, ,III,SNUG HARBOR RD,Sharrows,2001-05-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,13845,RICHMOND TER,Sharrows,CLINTON AV
195,"II,III",2,5, ,II,CLINTON AV,Curbside,2001-05-01,00:00:00.000,2,2001-05-01,00:00:00.000,ON,13875,RICHMOND TER,Signed Route,YORK AV
196,II,2,5, ,II,CLINTON AV,Curbside,2001-05-01,00:00:00.000,2,2001-05-01,00:00:00.000,ON,13948,RICHMOND TER,Curbside,YORK AV
197,II,2,5, ,II,CLINTON AV,Curbside,2001-05-01,00:00:00.000,2,2001-05-01,00:00:00.000,ON,14034,RICHMOND TER,Curbside,YORK AV
198,II,2,5, ,II,CLINTON AV,Curbside,2001-05-01,00:00:00.000,2,2001-05-01,00:00:00.000,ON,14035,RICHMOND TER,Curbside,YORK AV
199,III,2,5, ,III,YORK AV,Signed Route,2001-05-01,00:00:00.000,2,2001-05-01,00:00:00.000,ON,14041,RICHMOND TER,Signed Route,WESTERVELT AV
200,III,R,5, ,III,GUILFORD ST,Sharrows,2011-12-09,00:00:00.000,1,2011-12-09,00:00:00.000,ON,14805,OCEAN AV, ,DRURY AV
201,II,2,5, ,II,SCHOOL RD,Standard,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,ON,14820,LILY POND AV,Curbside,FR CAPODANNO BLVD
202,II,2,5, ,II,SCHOOL RD,Curbside,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,ON,14843,LILY POND AV,Curbside,FR CAPODANNO BLVD
203,"II,III",2,5, ,II,SCHOOL RD,Standard,1980-07-01,00:00:00.000,2,2010-03-01,00:00:00.000,ON,14845,LILY POND AV,Sharrows,FR CAPODANNO BLVD
204,II,2,5, ,II,SCHOOL RD,Standard,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,ON,14848,LILY POND AV,Curbside,FR CAPODANNO BLVD
205,III,R,5, ,III,OCEAN AV,Sharrows,2011-12-09,00:00:00.000,1,2011-12-09,00:00:00.000,ON,14881,DRURY AV, ,FR CAPODANNO BLVD
206,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15550,BAY ST,Sharrows,MINTHORNE ST
207,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15552,BAY ST,Sharrows,MINTHORNE ST
208,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15554,BAY ST,Sharrows,MINTHORNE ST
209,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15690,BAY ST,Sharrows,MINTHORNE ST
210,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15691,BAY ST,Sharrows,MINTHORNE ST
211,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15695,BAY ST,Sharrows,MINTHORNE ST
212,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15697,BAY ST,Sharrows,MINTHORNE ST
213,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15699,BAY ST,Sharrows,MINTHORNE ST
214,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15704,BAY ST,Sharrows,MINTHORNE ST
215,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15707,BAY ST,Sharrows,MINTHORNE ST
216,II,2,5, ,II,MURRAY HULBERT AV,Standard,1900-01-01,00:00:00.000,2,1900-01-01,00:00:00.000,ON,15715,FRONT ST,Standard,THOMPSON ST
217,II,2,5, ,II,MURRAY HULBERT AV,Standard,1900-01-01,00:00:00.000,2,1900-01-01,00:00:00.000,ON,15717,FRONT ST,Standard,THOMPSON ST
218,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15722,BAY ST,Sharrows,MINTHORNE ST
219,II,2,5, ,II,MURRAY HULBERT AV,Standard,1900-01-01,00:00:00.000,2,1900-01-01,00:00:00.000,ON,15732,FRONT ST,Standard,THOMPSON ST
220,II,2,5, ,II,MURRAY HULBERT AV,Standard,1900-01-01,00:00:00.000,2,1900-01-01,00:00:00.000,ON,15733,FRONT ST,Standard,THOMPSON ST
221,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15736,BAY ST,Sharrows,MINTHORNE ST
222,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15739,BAY ST,Sharrows,MINTHORNE ST
223,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15741,BAY ST,Sharrows,MINTHORNE ST
224,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15742,BAY ST,Sharrows,MINTHORNE ST
225,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15846,BAY ST,Sharrows,HYLAN BLVD
226,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15849,BAY ST,Sharrows,HYLAN BLVD
227,"III,II",2,5, ,II,UNNAMED ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15857,BAY ST,Curbside,EDGEWATER ST
228,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15865,BAY ST,Sharrows,HYLAN BLVD
229,"III,II",2,5, ,II,UNNAMED ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15871,BAY ST,Curbside,EDGEWATER ST
230,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15977,BAY ST,Sharrows,HYLAN BLVD
231,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15980,BAY ST,Sharrows,HYLAN BLVD
232,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15984,BAY ST,Sharrows,HYLAN BLVD
233,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15990,BAY ST,Sharrows,SCHOOL RD
234,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15993,BAY ST,Sharrows,HYLAN BLVD
235,III,2,5, ,III,EDGEWATER ST,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,15997,BAY ST,Sharrows,HYLAN BLVD
236,II,2,5, ,II,BAY ST,Standard,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,ON,16025,SCHOOL RD,Standard,LILY POND AV
237,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16031,BAY ST,Sharrows,SCHOOL RD
238,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16032,BAY ST,Sharrows,SCHOOL RD
239,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16034,BAY ST,Sharrows,SCHOOL RD
240,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16036,BAY ST,Sharrows,SCHOOL RD
241,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16037,BAY ST,Sharrows,SCHOOL RD
242,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16041,BAY ST,Sharrows,SCHOOL RD
243,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16043,BAY ST,Sharrows,SCHOOL RD
244,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16044,BAY ST,Sharrows,SCHOOL RD
245,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16046,BAY ST,Sharrows,SCHOOL RD
246,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16092,BAY ST,Sharrows,SCHOOL RD
247,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16094,BAY ST,Sharrows,SCHOOL RD
248,II,2,5, ,II,BAY ST,Standard,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,ON,16095,SCHOOL RD,Standard,LILY POND AV
249,III,2,5, ,III,HYLAN BLVD,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16109,BAY ST,Sharrows,SCHOOL RD
250,"II,III",2,5, ,II,MINTHORNE ST,Standard,2016-10-14,00:00:00.000,2,2016-10-14,00:00:00.000,ON,16420,BAY ST,Sharrows,HANNAH ST
251,III,2,5, ,III,RICHMOND TER,Sharrows,1980-07-01,00:00:00.000,2,2009-12-15,00:00:00.000,ON,16421,BAY ST,Sharrows,MINTHORNE ST
252,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16579,SHORE RD, ,68 ST
253,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16581,SHORE RD, ,68 ST
254,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16587,SHORE RD, ,68 ST
255,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16589,SHORE RD, ,68 ST
256,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16599,SHORE RD,Standard,68 ST
257,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16603,SHORE RD,Standard,68 ST
258,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16607,SHORE RD,Standard,68 ST
259,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16609,SHORE RD,Standard,68 ST
260,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16610,SHORE RD,Standard,68 ST
261,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16612,SHORE RD,Standard,68 ST
262,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16614,SHORE RD,Standard,68 ST
263,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16615,MARINE AVENUE,Sharrows,92 ST
264,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16616,MARINE AVENUE,Sharrows,92 ST
265,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16617,MARINE AVENUE,Sharrows,92 ST
266,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16621,SHORE RD, ,68 ST
267,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2003-05-01,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16623,MARINE AVENUE,Sharrows,92 ST
268,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16626,MARINE AVENUE,Sharrows,92 ST
269,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16627,COLONIAL RD,Standard,WAKEMAN PL
270,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16629,MARINE AVENUE,Sharrows,92 ST
271,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16631,SHORE RD, ,68 ST
272,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16641,COLONIAL RD,Standard,WAKEMAN PL
273,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16643,COLONIAL RD,Standard,WAKEMAN PL
274,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16674,SHORE RD, ,68 ST
275,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16676,SHORE RD, ,68 ST
276,II,R,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16678,SHORE RD, ,68 ST
277,II,2,3, ,II,4 AV,Standard,2003-05-01,00:00:00.000,2,2003-05-01,00:00:00.000,ON,16719,SHORE RD,Standard,68 ST
278,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16734,MARINE AVENUE,Sharrows,92 ST
279,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16736,MARINE AVENUE,Sharrows,92 ST
280,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16737,MARINE AVENUE,Sharrows,92 ST
281,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16742,MARINE AVENUE,Sharrows,92 ST
282,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16750,MARINE AVENUE,Sharrows,92 ST
283,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16752,MARINE AVENUE,Sharrows,92 ST
284,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16758,MARINE AVENUE,Sharrows,92 ST
285,III,2,3, ,III,FT HAMILTON PKWY,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16759,MARINE AVENUE,Sharrows,92 ST
286,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16775,COLONIAL RD,Standard,WAKEMAN PL
287,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16777,COLONIAL RD,Standard,WAKEMAN PL
288,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16789,COLONIAL RD,Standard,WAKEMAN PL
289,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16791,COLONIAL RD,Standard,WAKEMAN PL
290,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16793,COLONIAL RD,Standard,WAKEMAN PL
291,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16795,COLONIAL RD,Standard,WAKEMAN PL
292,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16797,COLONIAL RD,Standard,WAKEMAN PL
293,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16799,COLONIAL RD,Standard,WAKEMAN PL
294,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16807,COLONIAL RD,Standard,WAKEMAN PL
295,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16809,COLONIAL RD,Standard,WAKEMAN PL
296,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16811,COLONIAL RD,Standard,WAKEMAN PL
297,III,2,3, ,III,92 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,16888,FT HAMILTON PARKWAY,Sharrows,MARINE AVE
298,II,L,3, ,II,92 ST, ,2003-05-01,00:00:00.000,1,2003-05-01,00:00:00.000,ON,16957,COLONIAL RD,Standard,WAKEMAN PL
299,III,2,3, ,III,92 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,17022,FT HAMILTON PARKWAY,Sharrows,MARINE AVE
300,III,2,3, ,III,92 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,17025,FT HAMILTON PARKWAY,Sharrows,MARINE AVE
301,III,2,3, ,III,92 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,17027,FT HAMILTON PARKWAY,Sharrows,MARINE AVE
302,III,2,3, ,III,92 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,17052,FT HAMILTON PARKWAY,Sharrows,MARINE AVE
303,II,2,3, ,II,6 AVE,Standard,2015-06-28,00:00:00.000,2,2015-06-28,00:00:00.000,ON,17056,FT HAMILTON PARKWAY,Standard,92 ST
304,II,2,3, ,II,6 AVE,Standard,2015-06-28,00:00:00.000,2,2015-06-28,00:00:00.000,ON,17135,FT HAMILTON PARKWAY,Standard,92 ST
305,"II,III",2,3, ,II,85 ST,Standard,2015-06-28,00:00:00.000,2,2015-06-28,00:00:00.000,ON,17158,FT HAMILTON PARKWAY,Sharrows,86 ST
306,II,2,3, ,II,6 AVE,Standard,2015-06-28,00:00:00.000,2,2015-06-28,00:00:00.000,ON,17163,FT HAMILTON PARKWAY,Standard,92 ST
307,II,R,3, ,II,COLONIAL RD,Standard,2015-06-29,00:00:00.000,1,2015-06-29,00:00:00.000,ON,17194,72 STREET, ,6 AVE
308,II,R,3, ,II,COLONIAL RD,Standard,2015-06-29,00:00:00.000,1,2015-06-29,00:00:00.000,ON,17202,72 STREET, ,6 AVE
309,II,2,3, ,II,14 AV,Standard,2004-06-01,00:00:00.000,2,2004-06-01,00:00:00.000,ON,17205,CROPSEY AV,Standard,7 AV
310,II,2,3, ,II,14 AV,Standard,2004-06-01,00:00:00.000,2,2004-06-01,00:00:00.000,ON,17207,CROPSEY AV,Standard,7 AV
311,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17208,7 AV,Standard,FT HAMILTON PKWY
312,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17215,7 AV,Standard,FT HAMILTON PKWY
313,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17216,7 AV,Standard,FT HAMILTON PKWY
314,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17218,7 AV,Standard,FT HAMILTON PKWY
315,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17241,7 AV,Standard,FT HAMILTON PKWY
316,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17245,7 AV,Standard,FT HAMILTON PKWY
317,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17247,7 AV,Standard,FT HAMILTON PKWY
318,II,2,3, ,II,CROPSEY AV,Standard,2009-07-01,00:00:00.000,2,2009-07-01,00:00:00.000,ON,17249,7 AV,Standard,FT HAMILTON PKWY
319,III,2,3, ,III,67 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,17251,6 AVENUE,Sharrows,FT HAMILTON PKWY
320,III,2,3, ,III,67 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,17253,6 AVENUE,Sharrows,FT HAMILTON PKWY
321,III,2,3, ,III,67 ST,Sharrows,2015-06-29,00:00:00.000,2,2015-06-29,00:00:00.000,ON,17257,6 AVENUE,Sharrows,FT HAMILTON PKWY
322,II,L,3, ,II,CROPSEY AV, ,2009-07-01,00:00:00.000,1,2009-07-01,00:00:00.000,ON,17271,7 AV,Standard,FT HAMILTON PKWY
